"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","alpha_gene_wise"
0.41,12980,12664,12980,317,38,602.3,16.5770750988142,0.418310322156476,8.5411173235515,0.184725266018022,16.0235877481448,7.40343505701483,0.138295582633334
0.42,13296,12981,13296,316,20.7,198.6,10.3526376146789,0.431072084481175,9.35883523852766,0.277801592132282,9.48841812266361,7.64695104441838,0.231717149232467
0.43,13613,13297,13613,317,24.8,287.7,12.1776859504132,0.4140625,8.17828326146288,0.215249146222025,11.7058396343287,7.43772256111759,0.158274310814254
0.44,13930,13614,13930,317,25,288.2,11.9166666666667,0.40876605840824,8.08526024901825,0.193918677148579,11.0447530864198,7.08593749560031,0.154289220963909
0.45,14246,13931,14246,316,26.3,355.6,13.2969206749934,0.416441882586651,8.42437463541361,0.202960174976019,12.9056753390002,7.12688666374732,0.158903581486088
0.46,14563,14247,14563,317,23.6,249.2,11.9338235294118,0.409417159224094,7.86044872681011,0.238095248095238,11.3311450574422,6.91995414746333,0.196765720756595
0.47,14879,14564,14879,316,31.6,422.5,13.9536551970473,0.381607802400739,7.54375557116278,0.178170154305237,13.5664891874069,6.4328996695437,0.130457554264618
0.48,15196,14880,15196,317,29.2,386.5,15.1145833333333,0.400916704391127,7.60092511929877,0.176683704973769,14.2929362366231,7.12095394855601,0.138197780676436
0.49,15512,15197,15512,316,35.2,491.25,14.4843653632663,0.36659849392981,8.32747977105697,0.162320664955732,13.9981247717959,7.04981280059776,0.114202404081072
0.5,15829,15513,15829,317,20,214.8,11.9305555555556,0.408163265306122,8.33592704910863,0.233630837328757,11.1020447530864,6.6698594821994,0.176383152346509
0.51,16146,15830,16146,317,41.4,591.3,14.8315018315018,0.35999188750676,6.77840296425847,0.141197038417185,14.5334327881081,5.72906797333823,0.092930264756685
0.52,16462,16147,16462,316,31,334.75,11.8808117735283,0.352838352818944,6.82573182039581,0.157086950035297,11.4796660242413,6.02516894615444,0.110294961986663
0.53,16779,16463,16779,317,35.2,435.2,13.8004385964912,0.359971788194444,7.87513249910977,0.175131502797443,13.1093659251029,7.01178940470914,0.131454519741394
0.54,17095,16780,17095,316,39.7,508.55,13.827380952381,0.336492155032573,7.74621994058215,0.147410758777281,13.0978250212213,6.48367825247116,0.108933758856387
0.55,17412,17096,17412,317,23,202.3,9.92178770949721,0.3601108033241,7.65377149003645,0.253373436991315,9.40054869684499,5.40842552417858,0.184848714246662
0.56,17728,17413,17728,316,33,411.8,14.0556429836013,0.323120016142264,6.72755498139759,0.135895148519754,13.3865758448248,6.43685088515969,0.103360130668205
0.57,18045,17729,18045,317,35.8,467.5,13.445652173913,0.340544102614661,6.95748047525187,0.140882465507642,12.4390822261881,5.56969310778462,0.0887991321743085
0.58,18362,18046,18362,317,28.6,304.7,11.879746835443,0.330447867613674,7.37576005584875,0.157294969206152,10.8530500507911,6.01745761931939,0.111118443068793
0.59,18678,18363,18678,316,35.3,406.65,12.4024291497976,0.317540032212267,7.05255077299064,0.144564218652598,11.9567445461401,6.07905510289052,0.103088558958984
0.6,18995,18679,18995,317,35.2,422.3,13.5905797101449,0.305346295189652,7.15067635594075,0.147134255303631,12.0730124391563,6.72841072763217,0.107088726966587
0.61,19311,18996,19311,316,29.6,295.55,10.511346813808,0.322592182643281,7.48101069802409,0.179360342206807,10.1350327632113,5.90941411853726,0.109896848942378
0.62,19628,19312,19628,317,20.2,144.8,9.70967741935484,0.345271072417887,6.87797733450559,0.205442427251364,8.39152666179693,5.57931828042406,0.138437483750929
0.63,19945,19629,19945,317,34.6,327.5,12,0.311255483531026,7.10253078578112,0.161107781350049,10.9036860879905,6.57927970039625,0.127957216197826
0.64,20261,19946,20261,316,30.3,315.35,10.7035256410256,0.311325731298416,7.71135797347087,0.147893338381619,10.2647699652778,7.16893211000913,0.10262675613702
0.65,20578,20262,20578,317,35,371.8,12.6686746987952,0.27680730986294,7.66216113917254,0.143554706117234,11.6268102878433,7.1387610049782,0.111009405896518
0.66,20894,20579,20894,316,27.6,261.25,9.69538237363079,0.302030544839246,7.84030304039184,0.183240477348647,9.17820736454047,6.50508675226128,0.121518762569006
0.67,21211,20895,21211,317,26.4,223.3,10,0.317119054017737,8.67066979231326,0.216891429947238,8.93079584775086,6.52579730146271,0.176835269973032
0.68,21527,21212,21527,316,22.6,168.8,9.51266339869281,0.308274868781266,8.03976749683708,0.24393142172831,8.33360685588535,7.38164304973727,0.203612731857906
0.69,21844,21528,21844,317,19.8,158.2,9,0.296296296296296,8.20092799365207,0.242318754996828,7.61375432525952,7.36629987126541,0.200168234511523
0.7,22161,21845,22161,317,31,253.8,10.8167938931298,0.295459052151497,8.58268562731986,0.170339114830087,9.57317825518943,8.15061385072685,0.141246648821359
0.71,22477,22162,22477,316,23.5,177.25,9.75072843822844,0.299566194390117,8.50409577319165,0.199264856839923,8,6.64235244555261,0.151439616468511
0.72,22794,22478,22794,317,30.2,267.8,10.1481481481481,0.267524477259247,8.54012438017488,0.199516473343703,9.07478534776203,7.38719900971828,0.166347736720801
0.73,23110,22795,23110,316,18,102.5,8.03977932636469,0.326153841131359,9.16623979729215,0.294953201462608,6.37307723289858,7.30972979885306,0.234276965410877
0.74,23427,23111,23427,317,13.2,69.8,6.80645161290323,0.360331632653061,7.55242412352474,0.372808103885967,5.6094674556213,6.11405290372985,0.305006914803428
0.75,23744,23428,23744,317,22.6,158.3,8.99382716049383,0.279824892920131,9.25335636488422,0.235087841244675,7.05153288496812,7.60129886447912,0.18880147149206
0.76,24060,23745,24060,316,13.3,65.55,6.9327485380117,0.409621400932085,11.3933586519777,0.481309204462977,5.09519907074349,8.11545240593095,0.405731646127789
0.77,24377,24061,24377,317,16.6,92.5,7,0.295698924731183,9.25064620938738,0.333560299948362,5.61439073290265,7.31676987846346,0.286847598011028
0.78,24693,24378,24693,316,15.9,77.85,7.71271076523995,0.298996137621436,9.53685049811731,0.286931493589072,5.59788555392277,7.27513707803203,0.233331336134735
0.79,25010,24694,25010,317,8.6,31.7,6,0.47119140625,10.1528905597484,0.591534126920716,3.7472946197226,5.27812528525595,0.52486746025405
0.8,25326,25011,25326,316,19,102.3,7,0.28400420248176,9.05950280123326,0.29361282989051,5.66940396056072,7.54247661297406,0.263160453837141
0.81,25643,25327,25643,317,11.8,49.5,5.31578947368421,0.377604166666667,8.85433489157892,0.408631919441345,4.52433837429112,6.51711467634975,0.344151494520585
0.82,25960,25644,25960,317,8.4,32.3,6,0.56,9,1.25000001,3.587890625,5.59263942172156,0.677888385619839
0.83,26276,25961,26276,316,14.4,63.25,5.44497359486986,0.323555101150377,9.41387980687265,0.426665920991437,4.76666994637134,7.95697150519735,0.371666107855602
0.84,26593,26277,26593,317,4.8,16.8,4.94117647058824,0.934256055363322,9,1.36123030328944,2.513671875,4.74526597538942,1.06015288385922
0.85,26909,26594,26909,316,9.7,37.95,4.29279891304348,0.481945494643982,7,0.824368297255295,3.55285164666051,6.02585980160036,0.397271876898939
0.86,27226,26910,27226,317,6.6,23.2,4,0.524691358024691,8.28882253535428,1.25104966783048,2.71056241426612,5.74352977179522,0.649618361464519
0.87,27542,27227,27542,316,5.7,20.2,3.54707792207792,0.928577400416171,7,1.66666667666667,2.62370037807183,5.90878542289576,0.8029063473584
0.88,27859,27543,27859,317,11.2,57.7,5.16287878787879,0.429431489102271,11.0687536545657,0.550714447085477,4.6253275395231,8.87584056988097,0.465715687902599
0.89,28176,27860,28176,317,6.4,17.5,3.10714285714286,0.647321428571429,7,1.39663894058686,2.44982698961938,5.25118715480815,0.756445423879337
0.9,28492,28177,28492,316,12.7,62.25,5.16782407407407,0.335674939986283,11.2305725847851,0.611687199253579,4.41889688791322,9.10789028712741,0.5166862846161
0.91,28809,28493,28809,317,8.8,38.3,4.41505791505791,0.377526753864447,10.7067764503971,0.830966703136376,3.7923875432526,8.84222583976365,0.690893888103269
0.92,29125,28810,29125,316,8.6,30.6,4.18181818181818,0.477510274943311,10.9289793724224,1.0168366510656,3.2768005800999,8.56968292897326,0.833007304710059
0.93,29442,29126,29442,317,8.6,34.3,4.28125,0.407253269916766,11.0541307547295,0.729442971354441,3.43129520052597,8.56809467075474,0.578886591210376
0.94,29759,29443,29759,317,8.4,37.8,4.78082191780822,0.458984375,11.3596402166156,0.863951098198065,3.79395085066163,9.06943084749627,0.772321985641835
0.95,30075,29760,30075,316,7.6,32.6,4.22794117647059,0.581868683115339,10.925584484619,1.14100661804811,3.41493941326531,8.80792238430875,0.981784313601027
0.96,30392,30076,30392,317,8.2,31.3,4.57835820895522,0.486767485822306,10.6348609770042,0.923613458076915,3.66666666666667,8.61363974140354,0.845848065428615
0.97,30708,30393,30708,316,7.3,27.8,4.75,0.64,11.657384156868,1.21250155421245,3.59477857886413,8.80574590071529,1.03637971087156
0.98,31025,30709,31025,317,6.8,27.7,4.95804195804196,0.7366943359375,12.1575381919306,1.46903614242986,3.81477627471384,9.32214761964031,1.274063734735
0.99,31341,31026,31341,316,6.6,27,4.73815789473684,0.700295516538397,11.733126142167,1.47805026318118,3.62765802777321,9.12859482655791,1.30840557347782
1,31658,31342,31658,317,0,0,4.78571428571429,0.639822854146029,13.6613960824926,1.32832251138518,4.08195153061224,10.7601908478025,6.53285122487568
