"index_left","index_right","rank","d2_left","d2_right","crossing_type","local_support"
16962,16963,16962.3173198406,5.2128660384012e-09,-1.12149313175934e-08,"pos_to_neg",0.711451434291673
17879,17880,17879.8188290067,-7.4252081340408e-09,1.6428733252555e-09,"neg_to_pos",0.647218595525967
18625,18626,18625.2596924814,4.22918389334315e-09,-1.20561697318476e-08,"pos_to_neg",0.551531714632731
19386,19387,19386.0910116645,-1.28442062239094e-09,1.28282827318997e-08,"neg_to_pos",0.445683256062445
19910,19911,19910.2089857579,1.96590908765525e-09,-7.44099551577027e-09,"pos_to_neg",0.71278396180881
20435,20436,20435.5002377226,-5.67735972607467e-09,5.67196374514403e-09,"neg_to_pos",0.706208527156722
20974,20975,20974.7476538155,8.31906901630457e-09,-2.80783068533609e-09,"pos_to_neg",0.603587621839649
21513,21514,21513.7900554325,-6.40769444442948e-09,1.70274209085203e-09,"neg_to_pos",0.610795337614162
22024,22025,22024.2076310293,2.2473276854148e-09,-8.57633240363757e-09,"pos_to_neg",0.634120086280016
22383,22384,22383.2540720177,-1.26349653060526e-09,3.70948924777403e-09,"neg_to_pos",0.586463673002668
22874,22875,22874.7425294161,3.44618514275233e-09,-1.19495777792565e-09,"pos_to_neg",0.574748206920305
23778,23779,23778.0743255224,-3.5774703621548e-10,4.45549913474355e-09,"neg_to_pos",0.561105278388574
24270,24271,24270.9760203444,8.04916433592534e-09,-1.97758366367931e-10,"pos_to_neg",0.60758734962497
24568,24569,24568.3235851076,-3.9442525992664e-09,8.24497523344822e-09,"neg_to_pos",0.611770397380719
24906,24907,24906.7257072422,7.59021570548338e-09,-2.86884445582546e-09,"pos_to_neg",0.543395641843588
25232,25233,25232.5546547594,-1.95921063164024e-09,1.57309590413987e-09,"neg_to_pos",0.44583165580006
25476,25477,25476.2406196051,8.84410974082578e-10,-2.79114561182123e-09,"pos_to_neg",0.557865071352233
25631,25632,25631.6065971568,-6.09604976275059e-09,3.95353536057071e-09,"neg_to_pos",0.617122330333665
25997,25998,25997.8383544065,1.15066818640939e-08,-2.21863737362846e-09,"pos_to_neg",0.554717382331653
26542,26543,26542.9074215847,-6.3042665272032e-09,6.43183955781631e-10,"neg_to_pos",0.486571343560027
26971,26972,26971.0913050571,3.57277786809108e-10,-3.55573424321198e-09,"pos_to_neg",0.483687096434267
27009,27010,27009.5465655187,-4.68378924496588e-10,3.8857034965941e-10,"neg_to_pos",0.481076039138878
27728,27729,27728.2392221024,1.38701347221016e-10,-4.41100208851355e-10,"pos_to_neg",0.3683809015349
27922,27923,27922.5262735602,-4.53919118497986e-09,4.08596411116107e-09,"neg_to_pos",0.528546291868097
28250,28251,28250.7238320232,1.52429222566834e-09,-5.81572362791972e-10,"pos_to_neg",0.498702933036379
28492,28493,28492.906198249,-1.70497391336597e-09,1.76484051467954e-10,"neg_to_pos",0.447876297183453
29051,29052,29051.2816448682,7.35260181613398e-10,-1.8753330319214e-09,"pos_to_neg",0.442308643089882
29399,29400,29399.1967720392,-6.90228962214254e-10,2.81753039813078e-09,"neg_to_pos",0.460079230775467
31742,31743,31742.073304721,6.59724730492092e-10,-8.34003301140287e-09,"pos_to_neg",0.971885363028895
