"feature_id","original_rank_index","baseMean","alpha_used","dispFit","dispersion","mean_trt","mean_untrt","baseMean_scoring","iod_nb","cv2_nb","log_baseMean","log_iod_nb","log_cv2_nb","rank_index","log_baseMean_smooth","log_iod_nb_smooth","log_cv2_nb_smooth"
"375732",21366,7.48550189413786,0.213192014311588,1.03843659503102,0.460144823385966,6.69939552742827,8.27160826084745,7.48550189413786,2.59584922694446,0.346783590954316,2.01296806894865,0.953913718166157,-1.05905435078249,21366,3.15195660141593,1.72671033666108,-1.42524626475484
"189683",21367,9.55926363822383,1e-08,0.828172230366786,0.252394663936022,8.94932002709447,10.1692072493532,9.55926363822383,1.00000009559264,0.104610578119639,2.25751069880632,9.55926319042094e-08,-2.25751060321368,21367,3.15010038898297,1.72202347827757,-1.4280769107054
"366484",21368,7.83179664343176,0.203214141344526,0.995580187776919,0.45863642821266,9.81472891214542,5.8488643747181,7.83179664343176,2.59153183007992,0.330898764110959,2.0581919400586,0.952249141064931,-1.10594279899367,21368,3.13917815510531,1.72091914865836,-1.41825900644695
"83528",21369,7.34011271791022,1e-08,1.05763479905534,0.339604779533135,7.43501108192574,7.24521435389469,7.34011271791022,1.00000007340113,0.136237699859987,1.99335419917203,7.34011244824909e-08,-1.9933541257709,21369,3.12524861037733,1.70591539217974,-1.41933321819758
"108387",21370,4.43301738729039,1.48051207892275,1.7058351925247,1.58287615538535,5.09843056652283,3.76760420805796,4.43301738729039,7.56313578795801,1.70609206488604,1.48908047799533,2.02328589095812,0.534205412962792,21370,3.11499026065514,1.7190633669895,-1.39592689366564
"498486",21371,16.9116965152191,0.73252927295472,0.49820437568017,0.632240220290461,14.7972272800506,19.0261657503876,16.9116965152191,13.3883127527243,0.791659946160693,2.82800548402949,2.59438214375178,-0.233623340277715,21371,3.11050120396857,1.69591577256621,-1.41458543140236
"312309",21372,12.9163723601648,0.234564304759613,0.630906070174273,0.355261095171264,11.7144451059182,14.1182996144114,12.9163723601648,4.02971990267834,0.311985423640026,2.55849568185217,1.39369687048566,-1.16479881136651,21372,3.11352319011437,1.70403753678087,-1.4094856533335
"111521",21373,15.2618814934888,0.149256133019875,0.5445802575084,0.27264383818129,17.3953761288495,13.1283868581281,15.2618814934888,3.27792941432574,0.214778853821149,2.72535831402854,1.18721194693718,-1.53814636709136,21373,3.11219945031135,1.71764445683157,-1.39455499347978
"124706",21374,139.910707964258,0.0962755626116171,0.121053021889677,0.104356267761731,142.174828219666,137.646587708851,139.910707964258,14.4699821246486,0.103422978378075,4.9410044188729,2.6720763053039,-2.268928113569,21374,3.08177713808319,1.69551932703843,-1.38625781104475
"114730",21375,7.94629394196661,0.487890749019867,0.98223202812809,0.676695088028699,8.83243427937151,7.06015360456172,7.94629394196661,4.87692330327812,0.613735577729099,2.07270564915303,1.58451455039514,-0.488191098757896,21375,3.0481896339432,1.68988496068655,-1.35830467325664
