"Comparison","Analysis","Human_TWAS","Rat_Ortholog","Ortholog_mapping_source","TWAS_Disorders","TWAS_n","TWAS_PAS_n","TWAS_APA","WTTS_PAS_n","WTTS_APA","WTTS_DE_PAS","Apeglm_LFC","Std","Strong","Weak","HBFSS","Ovlp","Support","Std_BH","Strong_BH","Weak_BH","EmpP","HBFSS_score"
"RT4_ZT10","RawEVS Rem","PLEKHM1","Plekhm1","babelgene","ANX(1), DEP(1), PD(1), PTSD(1), SCZ(1)",5,1,FALSE,3,TRUE,"78129",1.95652428835905,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0774332510281602,1,NA,0.00578442817195968,4.37819181464302
"RT4_ZT10","RawEVS Rem","PRKCD","Prkcd","babelgene","ANX(1), BIP(1), SCZ(1)",3,1,FALSE,4,TRUE,"194618",1.19375859807094,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.113993689165052,1,0.919339014612942,0.0101090709026377,2.38189310978766
"RT4_ZT10","RawEVS Rem","HLA-B; HLA-C","RT1-M3-1","babelgene","ANX(23), BIP(4), DEP(10), MDD(11), PTSD(1), SCZ(15)",64,3,TRUE,1,FALSE,"308148",0.949334124882614,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.0773313067059784,1,0.766183836029809,0.0057271803514527,2.12846325212457
"RT4_ZT10","RawEVS Rem","RAB29","Rab29","babelgene","PD(1)",1,1,FALSE,3,TRUE,"145570",0.835880474775634,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.151102397038982,1,0.723305268183802,0.0152286173951948,1.51907862451004
"RT4_ZT10","RawEVS Rem","RBM6","Rbm6","babelgene","DEP(1)",1,1,FALSE,4,TRUE,"514594",1.15662287376719,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.163852126584756,1,NA,0.0173205379504877,2.03732020274649
"RT4_ZT10","RawEVS Rem","SF3B1","Sf3b1","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"538388",-0.786194516534687,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.110978697105616,1,0.621932262687365,0.00971064536977551,1.58241451157028
"RT4_ZT10","RawEVS Rem","SF3B1","Sf3b1","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"549537",-1.30446356425322,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0314892383577189,1,0.931301293189031,0.0017772233561506,3.58761133754401
"RT4_ZT10","RawEVS Rem","SNX19","Snx19","babelgene","ADHD(1), BIP(1), SCZ(3)",5,1,FALSE,3,TRUE,"519450",-1.18097420358296,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0219794164297553,1,0.889091045968472,0.00109311222560438,3.49726053655275
"RT4_ZT10","RawEVS Rem","SPG7","Spg7","babelgene","SCZ(2)",2,2,TRUE,3,TRUE,"261774",2.16507167110129,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0188567094732572,1,0.999999988332186,0.000860826991835317,6.63612680610183
"RT4_ZT10","RawEVS Rem","TMA7","Tma7","babelgene","DEP(20)",20,2,TRUE,1,FALSE,"515030",0.815839893863639,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.168327050324291,1,0.726192341871385,0.0180784384156476,1.42187765482079
"RT4_ZT10","RawEVS Rem","WAC","Wac","babelgene","BIP(1)",1,1,FALSE,4,TRUE,"218787",-1.51056969586488,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0130276248661809,1,0.971695820070807,0.00055176990332928,4.92180161506591
"RT4_ZT10","RawEVS Rem","XRN2","Xrn2","babelgene","ASD(12)",12,2,TRUE,4,TRUE,"355829",-1.61580954446423,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.107554747113184,1,NA,0.00917470356882233,3.29206322569702
"RT4_ZT10","RawEVS Rem","ZDHHC24","Zdhhc24","babelgene","BIP(1)",1,1,FALSE,1,FALSE,"56025",1.11145985118159,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0283765781129594,1,0.85339666162325,0.00153020043838237,3.12903921101565
"RT4_ZT10","RawEVS Rem","ZMAT2","Zmat2","babelgene","BIP(3), DEP(3), MDD(1), PTSD(3), SCZ(7)",17,2,TRUE,6,TRUE,"243239",0.874588785034548,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.160940134499321,1,0.778731633373915,0.0168081807529348,1.551939686513
