"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.11,3399,2163,4635,0.0182924929103056,0.0365025065705552,3399,3080,0.304994231286333,0.53426473784294,0.0385691356407691,0.0680061645362589,319,0.003125,0.109700300177028
0.12,3708,2472,4944,0.0198368290006802,0.0514991089080813,3708,3708,0.314462963230611,0.549864980588632,0.0437296559122593,0.125390483776966,0,1,1.16912013968923
0.13,4017,2781,5253,0.0253330079700893,0.058673624377803,4017,4031.5,0.322226645104108,0.563922731359126,0.062095569371224,0.152843681297692,14.5,0.0645161290322581,0.279455379701175
0.14,4326,3090,5562,0.0209731014840377,0.0504496774010533,4326,4326,0.327768620032816,0.577757720387144,0.0475265996091986,0.121374846683631,0,1,1.16890144629283
0.15,4635,3399,5871,0.0238640419268509,0.0412884553648753,4498.5,4635,0.330498614230987,0.580683119356049,0.0571869040285497,0.0863195402797573,136.5,0.00727272727272727,0.150779171581034
0.16,4944,3708,6180,0.012980505812192,0.0187300311008595,4944,5113.5,0.333494787625959,0.590371606825739,0.0208187137782182,0,169.5,0.00586510263929619,0.0266838164175143
0.17,5254,4018,6490,0.0373406759262623,0.0799339633579772,5111.5,5254,0.337298298107663,0.602235984420055,0.102220134410773,0.234196113785091,142.5,0.00696864111498258,0.343384889310847
0.18,5563,4327,6799,0.0249328812541804,0.045862373689257,5114.5,5563,0.348882100859005,0.622587228985664,0.0607585145413315,0.103821583969377,448.5,0.00222469410456062,0.166804792615269
0.19,5872,4636,7108,0.0466045965694309,0.115684128268746,5872,5805,0.356848351245239,0.635602405704607,0.133176252428422,0.370993691661381,67,0.0147058823529412,0.518875826442744
0.2,6181,4945,7417,0.0526895773814534,0.0799264259220592,6181,5821.5,0.360106630485247,0.645086046798869,0.153509693463564,0.234167271876821,359.5,0.00277392510402219,0.390450890444408
0.21,6490,5254,7726,0.044490158852768,0.0855587415064368,7052.5,5977,0.364893368965787,0.654360532192834,0.126110692821513,0.25571926000613,1075.5,0.000928936367858802,0.382758889195502
0.22,6799,5563,8035,0.0398418396237376,0.0812378665165249,6448.5,6914,0.37059012125545,0.662371014451271,0.110577969239335,0.239185483605336,465.5,0.00214362272240086,0.351907075567072
0.23,7108,5872,8344,0.045122816056905,0.107295286946391,7475.5,7108,0.376136114512316,0.672436636760749,0.128224766530729,0.338893890808687,367.5,0.00271370420624152,0.469832361545657
0.24,7417,6181,8653,0.0400965624186348,0.0840305840313873,6973.5,7417,0.384258877168436,0.684545358624999,0.111429145453418,0.249871783729529,443.5,0.00224971878515186,0.363550647968099
0.25,7726,6490,8962,0.0317724452615366,0.0565317853957046,7604,7838,0.390698327918683,0.69836852104687,0.0836134545560775,0.144647960084003,234,0.00425531914893617,0.232516733789017
0.26,8035,6799,9271,0.0518839960160885,0.0430929657239478,8035,8298.5,0.389452739494389,0.700273052249869,0.150817780095605,0.0932244775573872,263.5,0.00378071833648393,0.247822975989476
0.27,8344,7108,9580,0.0216786856859873,0.0448260488291923,8358.5,8344,0.395449449079869,0.713403798811575,0.0498843646061439,0.0998560993036788,14.5,0.0645161290322581,0.214256592942081
0.28,8653,7417,9889,0.0216385680217653,0.0332022293315783,8295,8653,0.402573273816549,0.724593853488048,0.0497503082820361,0.0553776932064302,358,0.00278551532033426,0.107913516808801
0.29,8962,7726,10198,0.0578862773343014,0.0659099988649248,8962,8889,0.399869856490763,0.72133976974948,0.170874874280533,0.180533581607659,73,0.0135135135135135,0.364921969401705
0.3,9271,8035,10507,0.014317562377981,0.0410635339601655,9271,9271,0.403480941114578,0.72812937318184,0.0252865932475182,0.0854588812183618,0,1,1.11074547446588
0.31,9580,8344,10816,0.019763591508935,0.0682976248487866,8618.5,9688.5,0.404842290572899,0.738575151729916,0.0434849270846811,0.189669803839976,1070,0.000933706816059757,0.234088437740717
0.32,9889,8653,11125,0.0164524294375774,0.041986226263574,10352.5,9889,0.402699076594689,0.735194913484459,0.0324204191074785,0.0889895522669128,463.5,0.00215285252960172,0.123562823903993
0.33,10198,8962,11434,0.00675030239249013,0.0547175308545791,10139.5,10198,0.403142155612175,0.737053022993985,0,0.137705736810447,58.5,0.0168067226890756,0.154512459499522
0.34,10507,9271,11743,0.0512257952384756,0.0900001958111045,10507,10369,0.404086732705615,0.734303233176351,0.14861835053053,0.272714431710744,138,0.00719424460431655,0.428527026845591
0.35,10816,9580,12052,0.0461129304390883,0.10138201816967,10820,10816,0.407118199498017,0.738054856263045,0.131533311459645,0.316266838653653,4,0.2,0.647800150113298
0.36,11125,9889,12361,0.0186579461159065,0.0483655871859754,10761,11390.5,0.404519032249223,0.737878488954504,0.0397903262142065,0.113400100435329,629.5,0.00158604282315623,0.154776469472692
0.37,11434,10198,12670,0.0823285310884395,0.176109798368144,11434,12427,0.407644451064252,0.750026052359044,0.252550583839681,0.602211794620661,993,0.00100603621730382,0.855768414677646
0.38,11743,10507,12979,0.0514438151290865,0.105947542149301,11854,11326,0.40737395663247,0.755185006885438,0.149346881108879,0.33373676148362,528,0.00189035916824197,0.484974001760741
0.39,12052,10816,13288,0.043482504824392,0.0669021921338981,11993,12052,0.408198939567158,0.750030752682345,0.122743537788037,0.184330197268579,59,0.0166666666666667,0.323740401723283
0.4,12361,11125,13597,0.0917983946260524,0.176173024904984,12361,12361,0.407676920847528,0.752942048258473,0.284194876204982,0.602453730206659,0,1,1.88664860641164
0.41,12670,11434,13906,0.0316385303493526,0.0956458996051408,12955,12337,0.40709373647694,0.74815109598493,0.0831659673651172,0.294317649663971,618,0.00161550888529887,0.379099125914387
0.42,12979,11743,14215,0.0464025345316308,0.091364049936944,12917,13426,0.411343117685884,0.762953145292752,0.132501046267882,0.27793320318934,509,0.00196078431372549,0.412395033770947
0.43,13288,12052,14524,0.0457780254777847,0.0916374437293869,12913.5,12323.5,0.409716501706465,0.76160498559095,0.130414200242467,0.278979341261876,590,0.00169204737732657,0.41108558888167
0.44,13597,12361,14833,0.0462567497676952,0.0720795099918949,13968.5,12856,0.408805852362775,0.753139867237588,0.132013895035548,0.204141142047082,1112.5,0.000898069151324652,0.337053106233954
0.45,13906,12670,15142,0.0404748438935404,0.0472401139789058,13933,12911,0.409569278991863,0.743773213312123,0.112693202695716,0.109093490687485,1022,0.000977517106549365,0.22276421048975
0.46,14215,12979,15451,0.0726653928704989,0.112891992418875,15093.5,14552.5,0.41089417736333,0.749503461137846,0.220260448958613,0.36030961727131,541,0.0018450184501845,0.582415084680107
0.47,14524,13288,15760,0.13395112062631,0.223778070657398,14524,15544.5,0.412802203923168,0.755738069732935,0.425051518990655,0.784613867645868,1020.5,0.000978952520802741,1.21064433915733
0.48,14833,13597,16069,0.0652617897573806,0.145178513986466,15691,15725.5,0.415611291065163,0.752470146212896,0.195520727996675,0.483853605376568,34.5,0.028169014084507,0.70754334745775
0.49,15142,13906,16378,0.115639159454083,0.2800662730561,16146,15142,0.415892139896388,0.754293817814559,0.36386066330256,1,1004,0.00099502487562189,1.36485568817818
