"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","alpha_gene_wise"
0.88,27767,27452,27767,316,5.5,16.8,3.82142857142857,0.875,10.6682956295042,1.57615345959296,2.75346260387812,6.83154032672288,1.33944066345965
0.89,28082,27768,28082,315,7.4,25.5,4.08695652173913,0.549886621315193,10.263527376234,0.862619277765423,3.2,7.42358465397892,0.748791480748231
0.9,28398,28083,28398,316,6.7,21,4.00900900900901,0.580838100209965,9.4691905113545,1.27909625858905,3,7.2173392849301,1.0670826889191
0.91,28713,28399,28713,315,8,28.2,4.75,0.46875,10.1315583096123,0.966436936135883,3.75510204081633,7.98712601299144,0.827123636697398
0.92,29029,28714,29029,316,4.8,15.9,3.3125,0.833333333333333,8.6630045188149,1.66053656846163,2.34223829541834,5.13602106071022,1.37419540660845
0.93,29344,29030,29344,315,6.4,17.7,3.65625,0.6015625,9.40322723048154,1.24515956390006,2.36565096952909,6.72489313638498,1.06086207850477
0.94,29660,29345,29660,316,2.8,11.5,2.90878851540616,0.971074380165289,8.39375131695471,2.5267940100931,2,4.59094646661583,2.14784904904389
0.95,29975,29661,29975,315,2.2,7.2,4.61111111111111,2,9,3.79370962375292,1,2.25173624017638,3.26203069238192
0.96,30291,29976,30291,316,2.4,5.3,3,1.8877886460304,7,3.89100089539079,0.805778517840265,3.12822937739971,3.26957064350276
0.97,30606,30292,30606,315,5.4,15.2,3.37603305785124,0.867768595041322,8.18417594145237,1.29705796371018,2.28099173553719,5.72614468109688,1.10034498384886
0.98,30922,30607,30922,316,0,0,3.68813131313131,0.891241965105601,9.75575136951953,1.53791032692777,2.64020532024793,6.85625712924986,7.43141187536852
0.99,31237,30923,31237,315,0,0,NA,NA,NA,NA,NA,NA,10
1,31553,31238,31553,316,0,0,NA,NA,NA,NA,NA,NA,10
