"rank","feature_id","mu","empirical_variance","nb1_mu","nb2_variance_minus_mu","alpha_hat","alpha_mu","log_nb1","log_nb2","log_alpha_mu","nb_gap","combined_nb_support","abs_pc1_loading"
281,"108572",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
282,"108727",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
283,"108741",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
284,"109194",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
285,"109875",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
286,"109923",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
287,"110705",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
288,"110970",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
289,"111314",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
290,"111535",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
291,"112606",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
292,"113059",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
293,"113093",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
294,"113838",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
295,"114907",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
296,"114932",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
297,"115442",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
298,"116994",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
299,"117146",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
300,"117432",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
301,"117645",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
302,"117972",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
303,"118133",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
304,"118444",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
305,"118832",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
306,"119572",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
307,"119681",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
308,"119699",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
309,"119825",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
310,"119928",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
311,"120566",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
312,"121116",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
313,"121323",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
314,"121375",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
315,"121426",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
316,"121469",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
317,"121589",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
318,"122430",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
319,"122465",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
320,"122664",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
321,"122778",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
322,"122963",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
323,"123018",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
324,"123209",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
325,"123819",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
326,"124755",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
327,"124789",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
328,"125263",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
329,"125362",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
330,"125473",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
331,"126242",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
332,"126270",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
333,"126373",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
334,"126708",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
335,"126847",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
336,"126896",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
337,"127151",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
338,"127293",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
339,"129294",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
340,"130000",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
341,"130458",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
342,"130487",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
343,"130718",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
344,"131006",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
345,"131036",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
346,"131525",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
347,"131708",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
348,"132594",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
349,"133439",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
350,"133963",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
351,"134026",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
352,"136201",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
353,"136338",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
354,"136546",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
355,"137463",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
356,"138085",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
357,"138444",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
358,"139182",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
359,"139228",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
360,"139238",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
361,"139733",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
362,"139752",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
363,"139847",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
364,"140530",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
365,"141098",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
366,"141676",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
367,"141689",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
368,"142518",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
369,"143037",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
370,"143968",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
371,"144462",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
372,"144755",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
373,"144863",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
374,"145234",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
375,"145639",0,0,0,0,0,0,0,0,0,0,0.341241007260344,0
