"Comparison","Analysis","Human_TWAS","Rat_Ortholog","Ortholog_mapping_source","TWAS_Disorders","TWAS_n","TWAS_PAS_n","TWAS_APA","WTTS_PAS_n","WTTS_APA","WTTS_DE_PAS","Apeglm_LFC","Std","Strong","Weak","HBFSS","Ovlp","Support","Std_BH","Strong_BH","Weak_BH","EmpP","HBFSS_score"
"RT4_ZT10","Original (No EVS)","NCOR1","Ncor1","babelgene","PD(2)",2,2,TRUE,12,TRUE,"70473",-0.885246660682636,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.0472671663835606,1,0.683913812337684,0.00377966602674107,2.1445512640558
"RT4_ZT10","Original (No EVS)","NDFIP2","Ndfip2","babelgene","BIP(1), SCZ(1)",2,1,FALSE,5,TRUE,"191750",-1.16308624973516,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",4.17134010139285e-05,1,0.891630095325274,1.43625945248083e-06,6.79564207448936
"RT4_ZT10","Original (No EVS)","PGS1","Pgs1","babelgene","BIP(1)",1,1,FALSE,1,FALSE,"97529",2.61070574993145,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0470028509726092,1,NA,0.00375832028350209,6.33097766167031
"RT4_ZT10","Original (No EVS)","PLEKHM1","Plekhm1","babelgene","ANX(1), DEP(1), PD(1), PTSD(1), SCZ(1)",5,1,FALSE,3,TRUE,"78129",1.32965826158545,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.136015397188593,1,NA,0.0148158098849513,2.43231008918766
"RT4_ZT10","Original (No EVS)","PTPRF","Ptprf","babelgene","ADHD(2), ANX(2)",4,2,TRUE,1,FALSE,"413519",0.704703190719581,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.0521489951636236,1,0.392235573854182,0.00424430523864805,1.67169225121474
"RT4_ZT10","Original (No EVS)","RABEP1","Rabep1","babelgene","SCZ(13)",13,2,TRUE,4,TRUE,"89414",1.2438948093496,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.00647547546824824,1,0.916293719121091,0.000349929616950462,4.29892446658064
"RT4_ZT10","Original (No EVS)","SF3B1","Sf3b1","babelgene","SCZ(1)",1,1,FALSE,4,TRUE,"549537",-1.26239595945433,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0414159376792502,1,0.922128058542935,0.00324976580474567,3.14102790022802
"RT4_ZT10","Original (No EVS)","SNX19","Snx19","babelgene","ADHD(1), BIP(1), SCZ(3)",5,1,FALSE,3,TRUE,"519450",-1.09008841925067,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0578829010410521,1,0.866646174518822,0.00492818145015428,2.51517551915179
"RT4_ZT10","Original (No EVS)","SPG7","Spg7","babelgene","SCZ(2)",2,2,TRUE,3,TRUE,"261774",1.99631670266707,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0461893387963887,1,0.991430953239137,0.00370052629706064,4.85451620184693
"RT4_ZT10","Original (No EVS)","WAC","Wac","babelgene","BIP(1)",1,1,FALSE,4,TRUE,"218787",-1.40806304262005,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0394194351963381,1,0.951725210592554,0.00303546885380013,3.54518482737508
"RT4_ZT10","Original (No EVS)","ZDHHC24","Zdhhc24","babelgene","BIP(1)",1,1,FALSE,1,FALSE,"56025",0.957569576721633,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.0825076129550995,1,0.798526137091467,0.00768225329247962,2.02479176497489
