"percentile","rank_index","mu","variance","iod_emp","cv2_emp","iod_nb_gw","cv2_nb_gw","iod_nb_fit","cv2_nb_fit","iod_nb_final","cv2_nb_final","alpha_gene_wise","alpha_fitted","alpha_final","diff_emp","diff_nb_gw","diff_nb_fit","diff_nb_final"
0.76,24001,47.6332912199186,111.965548540072,5.88199014047846,0.226822072211252,10.1824833716516,0.383953867762851,19.3135411557199,0.856418958076398,12.9619199259775,0.570305414445319,0.269970014521596,0.761590942627679,0.454030287882011,5.65516806826721,9.79852950388878,18.4571221976435,12.3916145115321
0.77,24317,35.3947146182579,85.5047138462672,5.84262849572907,0.2889194618313,10.2728771009791,0.50871356838571,18.9124914709371,1.19118527244475,12.9343508581307,0.772190291521055,0.363026394577242,1.06021775365671,0.604907252160146,5.55370903389777,9.76416353259338,17.7213061984923,12.1621605666097
0.78,24632,48.667928901894,125.878143744701,6.05687152933573,0.200028444266847,9.34276652799671,0.333401152755404,19.3131385238272,0.807268523624339,12.7599904250115,0.505554857723232,0.208332449974324,0.720418617339099,0.414718261616784,5.85684308506888,9.00936537524131,18.5058700002029,12.2544355672883
0.79,24948,53.8468736781827,125.038247062017,5.97379141498533,0.179323926260369,9.2909810065688,0.275299796867054,19.6814010533888,0.666545658252267,12.9369016249818,0.438303294874899,0.179073006469442,0.581879879077607,0.349575621836482,5.79446748872497,9.01568120970174,19.0148553951365,12.4985983301069
0.8,25264,49.767775598318,106.026857642686,5.76924528798912,0.176221935855652,9.14093289173755,0.317198702035829,19.38064465611,0.729723325640057,12.8623788979302,0.444927477968584,0.20136877939471,0.648197931595592,0.375960761312059,5.59302335213347,8.82373418970172,18.65092133047,12.4174514199616
0.81,25580,43.2114766377718,88.8370903812612,5.14318101866957,0.231871479286296,9.79173637433958,0.372040338614594,18.7390654243776,0.855534166006057,12.9502219102041,0.527801168216441,0.250679795619325,0.757400329794967,0.416219889202718,4.91130953938328,9.41969603572499,17.8835312583715,12.4224207419877
0.82,25896,55.9773515915793,114.505335375587,5.87738337842578,0.176708912513859,9.50352020762899,0.262426446404684,19.6494467129363,0.638163377201668,12.985015825555,0.396487121623825,0.179998010109146,0.572090166813215,0.32616177192634,5.70067446591192,9.2410937612243,19.0112833357347,12.5885287039312
0.83,26211,48.1557171561888,107.23619821137,5.75279542899909,0.176198536006022,9.15145393839504,0.274328570017005,19.4839415952237,0.705309842976552,12.8552875012512,0.4361801318505,0.180305932436672,0.627777550001088,0.355322807346016,5.57659689299307,8.87712536837804,18.7786317522472,12.4191073694007
0.84,26527,43.8907844535348,89.279203900654,5.49318071190973,0.173835168867463,9.06375329232504,0.323446753406133,19.4992695505629,0.834759879696418,12.7743510379826,0.510591223116039,0.223497275803514,0.738931494537452,0.402239717406495,5.31934554304226,8.74030653891891,18.6645096708665,12.2637598148666
0.85,26843,46.6633889439087,84.5339342260662,4.85362055995887,0.149688808571257,8.16838951786414,0.274934521969002,19.440175694455,0.774645885159584,12.0334278370659,0.434765584638119,0.176317846318147,0.679256425442495,0.345318158992717,4.70393175138761,7.89345499589514,18.6655298092954,11.5986622524278
0.86,27159,49.675187115588,108.492836600304,5.50959978521461,0.174900365479336,9.31243775561235,0.304116566542675,19.394976760955,0.767835579291653,13.1417264187048,0.4516916558475,0.197127380549884,0.68060780424104,0.357628928655787,5.33469941973527,9.00832118906968,18.6271411816633,12.6900347628573
