"bin","percentile","lo_rank","hi_rank","n_bin","total_mean","total_variance","median_abs_loading","iod_agg","cv2_agg","ratio_iod_cv2","ratio_cv2_iod","gap"
38,0.380010706300973,11751,12068,318,15790.4,2582320,0.00499604532871411,163.53733914277,0.0103567572159521,15790.4,6.33296179957442e-05,163.526982385554
39,0.389992757502283,12069,12385,317,17325.4,2903850.1,0.00486977090751735,167.606525679061,0.0096740349821107,17325.4,5.77187251087998e-05,167.596851644079
40,0.400006297824102,12386,12703,318,17162.6,1837666,0.0047438688372743,107.073869926468,0.00623879073837694,17162.6,5.82662300583828e-05,107.06763113573
41,0.409988349025412,12704,13020,317,19140,3687140.2,0.00461081220025979,192.640553814002,0.0100648147238246,19140,5.22466039707419e-05,192.630488999278
42,0.420001889347231,13021,13338,318,26659.4,40063363.7,0.00450830958525744,1502.78564783904,0.0563698225706144,26659.4,3.75102215353684e-05,1502.72927801647
43,0.430015429669049,13339,13656,318,16142.4,2086711.7,0.00438296722488503,129.268987263356,0.00800804014665453,16142.4,6.19486569531173e-05,129.260979223209
44,0.439997480870359,13657,13973,317,18190.8,2805251.7,0.00427186233656187,154.212662444752,0.00847750854524003,18190.8,5.49728434153528e-05,154.204184936207
45,0.450011021192178,13974,14291,318,18765.6,3156450.8,0.00417564680381031,168.204096858081,0.00896342759400609,18765.6,5.32889968879226e-05,168.195133430487
46,0.459993072393488,14292,14608,317,13946.8,1742096.3,0.00408068726150641,124.910108411965,0.00895618410043634,13946.8,7.17010353629506e-05,124.901152227865
47,0.470006612715307,14609,14926,318,11815.2,1091215.2,0.00400243615114854,92.3568962015031,0.00781678652934382,11815.2,8.46367391157154e-05,92.3490794149738
48,0.479988663916617,14927,15243,317,22776.8,3516780.1,0.00389442951910238,154.401851884374,0.00677890888467096,22776.8,4.39043236977978e-05,154.395072975489
49,0.490002204238436,15244,15561,318,18927.6,2394001.6,0.00379736341116416,126.482047380545,0.00668241337414912,18927.6,5.28329001035525e-05,126.475364967171
50,0.499984255439746,15562,15878,317,15559.6,855820.2,0.00369269043002629,55.0027121519833,0.00353496954625976,15559.6,6.42690043445847e-05,54.9991771824371
51,0.509997795761564,15879,16196,318,14758.4,2638869.5,0.00360818194494493,178.804579087164,0.012115444701808,14758.4,6.77580225498699e-05,178.792463642462
52,0.520011336083383,16197,16514,318,17823.2,4336401.5,0.0035410968821138,243.300950446609,0.0136508006669178,17823.2,5.61066475155976e-05,243.287299645942
53,0.529993387284693,16515,16831,317,18433,2508598.7,0.00348276674038159,136.092806379862,0.00738310673139816,18433,5.42505289426572e-05,136.085423273131
54,0.540006927606512,16832,17149,318,18977.4,1745303.6,0.00339887916708434,91.9674771043452,0.00484615790911005,18977.4,5.26942573798307e-05,91.9626309464361
55,0.549988978807822,17150,17466,317,21125.6,1978958.5,0.00331095881842279,93.6758482599311,0.00443423373821009,21125.6,4.73359336539554e-05,93.6714140261929
56,0.560002519129641,17467,17784,318,22479.2,2883381,0.00321808157793672,128.268844086978,0.00570611249897586,22479.2,4.44855688814548e-05,128.263137974479
57,0.569984570330951,17785,18101,317,14159,813921.9,0.00313777240811935,57.4844198036585,0.00405992088450162,14159,7.06264566706688e-05,57.480359882774
58,0.57999811065277,18102,18419,318,17416,855979.1,0.00305750153577104,49.149006660542,0.00282206055699024,17416,5.74184657785944e-05,49.146184599985
59,0.590011650974588,18420,18737,318,16932.2,1151749.1,0.00298476041058091,68.0212317359823,0.00401727074662373,16932.2,5.90590708826969e-05,68.0172144652357
60,0.599993702175898,18738,19054,317,13670,685151.7,0.00289945471680913,50.1208266276518,0.00366648329390284,13670,7.31528895391368e-05,50.1171601443579
61,0.610007242497717,19055,19372,318,18581.2,1605066.6,0.00283871809401052,86.381213269326,0.00464885008876316,18581.2,5.38178373840226e-05,86.3765644192372
62,0.619989293699027,19373,19689,317,20015.6,2329317.4,0.00278191843457921,116.375097424009,0.00581421977977224,20015.6,4.99610303962909e-05,116.36928320423
63,0.630002834020846,19690,20007,318,25500.2,2041530.7,0.00270277538282107,80.0593995341213,0.00313955967145831,25500.2,3.92153787029121e-05,80.0562599744498
64,0.639984885222156,20008,20324,317,16674.4,982511.3,0.00261039931812458,58.9233375713669,0.00353376058936854,16674.4,5.99721729117689e-05,58.9198038107775
65,0.649998425543975,20325,20642,318,25664.4,4554300.9,0.00251721029975018,177.455966241175,0.00691447944394471,25664.4,3.89644799800502e-05,177.449051761731
66,0.660011965865793,20643,20960,318,11433,453565.7,0.00243256174446907,39.671625994927,0.0034699226795178,11433,8.74661068835826e-05,39.6681560722474
67,0.669994017067103,20961,21277,317,17073.8,1647264.1,0.00240904567743948,96.4790556290925,0.00565070784647193,17073.8,5.85692698754817e-05,96.4734049212461
68,0.680007557388922,21278,21595,318,17175.2,1046335.6,0.00232699317204997,60.9213051376403,0.00354705069737996,17175.2,5.82234850249196e-05,60.9177580869429
69,0.689989608590232,21596,21912,317,25526.2,2752635.6,0.0022295687620153,107.835698223786,0.00422451043335027,25526.2,3.91754354349649e-05,107.831473713352
70,0.700003148912051,21913,22230,318,27813.4,3960264.6,0.00213318984031528,142.38692860276,0.00511936435684813,27813.4,3.59538927279657e-05,142.381809238403
71,0.709985200113361,22231,22547,317,28644.8,5703367.5,0.00203055103508588,199.106556861978,0.00695087963127613,28644.8,3.49103502206334e-05,199.099605982347
72,0.71999874043518,22548,22865,318,22570.2,1262005.3,0.00195056807758262,55.914670671948,0.00247736708899115,22570.2,4.43062090721394e-05,55.912193304859
73,0.730012280756998,22866,23183,318,20342.8,2813663.7,0.00187502168486328,138.312508602552,0.00679908904391491,20342.8,4.91574414534872e-05,138.305709513508
74,0.739994331958308,23184,23500,317,23637,1965698.5,0.00178188501471485,83.1619283326987,0.00351829455229931,23637,4.23065532851039e-05,83.1584100381464
75,0.750007872280127,23501,23818,318,21626.2,568027.9,0.00168368002091946,26.2657286069675,0.00121453277075804,21626.2,4.62402086358214e-05,26.2645140741967
76,0.759989923481437,23819,24135,317,24765.6,1194029.6,0.00157555516054086,48.2132312562587,0.00194678228091622,24765.6,4.03785896566205e-05,48.2112844739778
77,0.770003463803256,24136,24453,318,24719,1055014.6,0.00147578535246405,42.6803106921801,0.00172661963235487,24719,4.04547109510903e-05,42.6785840725477
78,0.779985515004566,24454,24770,317,26027.4,1646072.1,0.00137658893350313,63.2438161322299,0.00242989373246002,26027.4,3.8421048587258e-05,63.2413862384974
79,0.789999055326385,24771,25088,318,21272.8,1792999.5,0.00127289289871257,84.2860131247415,0.00396214946432728,21272.8,4.70083862961152e-05,84.2820509752771
80,0.800012595648204,25089,25406,318,30221.6,4596356,0.00116007113176414,152.088440056119,0.00503244169918597,30221.6,3.30889165365169e-05,152.08340761442
81,0.809994646849513,25407,25723,317,26254.4,1960713.3,0.00105027367452483,74.6813219879334,0.00284452594566752,26254.4,3.80888536778597e-05,74.6784774619878
82,0.820008187171332,25724,26041,318,21371.8,845309.2,0.000940433570239244,39.5525505572764,0.0018506887841584,21371.8,4.67906306441198e-05,39.5506998684923
83,0.829990238372642,26042,26358,317,23842,1793682.6,0.000845132028901708,75.2320526801443,0.00315544218941969,23842,4.19427900343931e-05,75.2288972379549
84,0.840003778694461,26359,26676,318,13713,765972.7,0.00074776862449145,55.8574126741049,0.00407331821440275,13713,7.29235032450959e-05,55.8533393558905
85,0.849985829895771,26677,26993,317,11502.6,251383.8,0.000682362726417271,21.8545198476866,0.00189996347327444,11502.6,8.69368664475858e-05,21.8526198842133
86,0.85999937021759,26994,27311,318,12879.6,414798.5,0.000628746470177038,32.2058526662319,0.00250053205582719,12879.6,7.7642162800087e-05,32.203352134176
87,0.870012910539409,27312,27629,318,8357.8,135056.1,0.000573679383764471,16.1592883294647,0.00193343802549292,8357.8,0.000119648711383378,16.1573548914392
88,0.879994961740719,27630,27946,317,10682.8,799398.5,0.000528132395124067,74.8304283521174,0.0070047579615941,10682.8,9.36084172688808e-05,74.8234235941558
89,0.890008502062537,27947,28264,318,10340.4,381740.7,0.000472500051965612,36.9174016479053,0.00357021020926708,10340.4,9.67080577153688e-05,36.913831437696
90,0.899990553263847,28265,28581,317,3804,114193.8,0.000454908484278181,30.0194006309148,0.00789153539193345,3804,0.000262881177707676,30.0115090955229
91,0.910004093585666,28582,28899,318,12963.2,852736.4,0.000399276141119725,65.7813194273019,0.00507446613701107,12963.2,7.71414465564058e-05,65.7762449611649
92,0.919986144786976,28900,29216,317,10440,236212.2,0.000376532449770973,22.6256896551724,0.00216721165279429,10440,9.57854406130268e-05,22.6235224435196
93,0.929999685108795,29217,29534,318,19586.6,728380.7,0.000277020315528877,37.1877048594447,0.00189862992349079,19586.6,5.10553133264579e-05,37.1858062295212
94,0.940013225430614,29535,29852,318,25081.4,2009087.5,0.000185058046448957,80.1026856555057,0.00319370871065832,25081.4,3.98701826851771e-05,80.099491946795
95,0.949995276631924,29853,30169,317,9118.2,122928.1,0.000109417669171529,13.481619179224,0.00147853953403347,9118.2,0.000109670768353403,13.4801406396899
96,0.960008816953743,30170,30487,318,13625.8,867153.7,4.57099902528502e-05,63.6405715627706,0.00467059340095779,13625.8,7.33901862642927e-05,63.6359009693697
97,0.969990868155052,30488,30804,317,11379.2,2324796.1,0,204.302244446007,0.0179540077022995,11379.2,8.78796400449944e-05,204.284290438304
98,0.980004408476871,30805,31122,318,0,0,0,NA,NA,NA,NA,NA
99,0.989986459678181,31123,31439,317,0,0,0,NA,NA,NA,NA,NA
100,1,31440,31757,318,6,0,0,0,0,NA,NA,0
