"percentile","rank_index","lo_rank","hi_rank","n_bin","diff_emp","diff_nb"
0.33,10406,10092,10406,315,5.29679240339302,9.13422323429666
0.34,10722,10407,10722,316,5.77048039283736,11.2557893636292
0.35,11037,10723,11037,315,4.72522708007628,8.66495388058283
0.36,11352,11038,11352,315,4.96928484353346,8.0093141157694
0.37,11668,11353,11668,316,5.90668196110522,9.33770203392407
0.38,11983,11669,11983,315,3.52623130914019,6.85641805635162
0.39,12298,11984,12298,315,4.6625790393758,8.6662864716897
0.4,12614,12299,12614,316,5.00954911496697,8.74159925108186
0.41,12929,12615,12929,315,6.61607485086449,10.6415236244403
0.42,13244,12930,13244,315,4.41646623627241,7.49138266360533
0.43,13560,13245,13560,316,3.84757438963174,8.03702740693663
0.44,13875,13561,13875,315,5.95035421625865,9.37430211715977
0.45,14190,13876,14190,315,6.60521555671435,10.0738068858855
0.46,14506,14191,14506,316,6.16898551547054,9.70735137209748
0.47,14821,14507,14821,315,6.85171965067931,11.1203774138056
0.48,15136,14822,15136,315,5.69621528767055,8.61755139296295
0.49,15452,15137,15452,316,6.07687791343287,9.16085398830641
0.5,15767,15453,15767,315,4.51053851749115,8.10912157836729
0.51,16082,15768,16082,315,4.20343577547769,6.51744123705514
0.52,16398,16083,16398,316,2.20075567724206,5.18536685504161
0.53,16713,16399,16713,315,7.00247804942429,9.51698652993426
0.54,17028,16714,17028,315,6.11529001547914,9.14523911812066
0.55,17344,17029,17344,316,6.87401480339723,10.1483130937545
0.56,17659,17345,17659,315,6.15836196524451,8.29097742387309
0.57,17974,17660,17974,315,6.48600351584324,8.51900471907123
0.58,18290,17975,18290,316,6.44129503819889,8.7165103884309
0.59,18605,18291,18605,315,7.31551833914284,9.85392547061592
0.6,18920,18606,18920,315,6.64268470602026,9.40464473677276
0.61,19236,18921,19236,316,5.41795479749094,8.55812947845368
0.62,19551,19237,19551,315,5.68830066720696,7.12418486416313
0.63,19866,19552,19866,315,6.61969996045587,8.90611696332585
0.64,20182,19867,20182,316,5.08404261338321,7.70062607498884
0.65,20497,20183,20497,315,6.19424154040485,8.35616671110275
0.66,20812,20498,20812,315,6.42716843329089,8.49461118576563
0.67,21128,20813,21128,316,6.60970005866365,8.54805699426751
0.68,21443,21129,21443,315,6.26522051134121,7.94506918945864
0.69,21758,21444,21758,315,6.44428886705226,7.9366379773859
0.7,22074,21759,22074,316,7.17538421061519,9.23554052620451
0.71,22389,22075,22389,315,6.16396507332002,8.25590311126019
0.72,22704,22390,22704,315,7.50227650510737,9.52502887156976
0.73,23020,22705,23020,316,7.82606290747816,9.12951649609892
0.74,23335,23021,23335,315,5.61066458433335,7.18426157874924
0.75,23650,23336,23650,315,6.28573738206784,8.21311337547388
0.76,23966,23651,23966,316,6.3632368025867,8.08335158730495
0.77,24281,23967,24281,315,4.27156509990752,5.78033442628993
0.78,24597,24282,24597,316,7.18332306270491,8.64080233691624
0.79,24912,24598,24912,315,7.05864716456138,8.74333438741052
0.8,25227,24913,25227,315,4.87003700685675,6.41879088387336
0.81,25543,25228,25543,316,6.98424685290491,8.60025002298501
0.82,25858,25544,25858,315,6.46843651042827,8.50857580588222
0.83,26173,25859,26173,315,5.89780303327157,7.00784013969975
0.84,26489,26174,26489,316,6.32497437863174,7.49974662729794
0.85,26804,26490,26804,315,7.19128798144898,8.76742195374667
0.86,27119,26805,27119,315,5.96313922828867,6.98044999858156
0.87,27435,27120,27435,316,5.20147629114032,6.74965262855609
0.88,27750,27436,27750,315,6.76335820026495,7.76711779040885
0.89,28065,27751,28065,315,5.46329759802021,6.85689446348654
0.9,28381,28066,28381,316,5.60348565544375,6.39771963442626
0.91,28696,28382,28696,315,4.76322113565366,5.71173289472248
0.92,29011,28697,29011,315,6.36149995901833,7.39221811431471
0.93,29327,29012,29327,316,4.37929486435004,5.51870476914739
0.94,29642,29328,29642,315,6.77850572966806,7.59793339772175
0.95,29957,29643,29957,315,5.82683397076202,6.89427653020338
0.96,30273,29958,30273,316,5.6676595148375,6.53145329251167
0.97,30588,30274,30588,315,6.689050157662,8.05554017925142
0.98,30903,30589,30903,315,6.06071783829238,6.62360423271881
0.99,31219,30904,31219,316,6.26750470733483,6.73165462307063
1,31534,31220,31534,315,5.85254812757487,6.90333285445721
